"name","repo_name","all_routers_removed","weeks_survived","category","category_comment"
"show_engagement_forum_activity","edx/edx-analytics-dashboard",false,268,"RELEASE","On creation (PR82), author says the toggle is not 'intended to be long-lived and is only used in one location.'. It has transitioned to be a 'product-centric' toggle to be used on a specific product/configuration. Is still under the Feature Gating section of current README."
"display_verified_enrollment","edx/edx-analytics-dashboard",true,89,"RELEASE","Removed all routers after feature stabilization. Code under the toggle remained."
"course_homepage","edx/edx-analytics-dashboard",true,1,"RELEASE","A reviewer asks if the 'feature flag' is necessary' and the author responds: 'While the code is complete, the copy has not been reviewed. This isn't quite ready for release.'"
"enable_oidc_permissions_scope","edx/edx-analytics-dashboard",true,12,"RELEASE","Author disabled a feature by default and made it toggleable because this change could affect other installations (product centric). Removed after a long time. See PR255."
"enable_course_api","edx/edx-analytics-dashboard",false,253,"OPS","Code under the toggle uses another system to retrieve partial data, which could potentially affect the installation's behavior."
"display_course_name_in_nav","edx/edx-analytics-dashboard",false,243,"RELEASE","Depends on enable_course_api (PR334). Spans multiple authors and multiple commits, a product-centric feature."
"display_names_for_course_index","edx/edx-analytics-dashboard",true,100,"UNKNOWN","Depends on enable_course_api and the code under the toggle works the same when as the dependency toggle"
"enable_engagement_videos_pages","edx/edx-analytics-dashboard",false,231,"RELEASE","Still active under 'Feature Gating' section in README and code under the switch does not suggest the feature could negatively impact the performance/experience. Product-centric."
"enable_ccx_courses","edx/edx-analytics-dashboard",true,70,"RELEASE","Comment in PR351 indicates this is a partial feature."
"enable_video_preview","edx/edx-analytics-dashboard",false,211,"RELEASE","Still active under 'Feature Gating' section in README and code under the switch does not suggest the feature could negatively impact the performance/experience. Product-centric."
"feature_flag","edx/edx-analytics-dashboard",false,184,"UNKNOWN","Non-Waffle decorator to throw 404 when the passed toggle is not enabled. enable_learner_analytics is the only toggle using it. No other toggle used it and the decorator remains."
"enable_learner_analytics","edx/edx-analytics-dashboard",false,184,"RELEASE","Author states this toggle enables 'turn on this functionality for a percentage of users' in PR522. This toggle got renamed to 'display_learner_analytics'"
"flag_name","edx/edx-analytics-dashboard",false,169,"UNKNOWN","Same wrapper as switch_name. Uses display_learner_analytics."
"enable_performance_learning_outcome","edx/edx-analytics-dashboard",false,166,"RELEASE","PR464 reviewer clearly indicates this is a product centric feature and deserves a 'waffle switch'"
"enable_learner_download","edx/edx-analytics-dashboard",false,163,"OPS","A reviewer in PR533 says that the feature can be merged thanks to the toggle and they will 'have to do some load testing on a course with a large number of learners and the max_page_size turned off to see whether we can enable this for all edx.org courses'. Depends on enable_course_api"
"enable_problem_response_download","edx/edx-analytics-dashboard",false,161,"RELEASE","Product centric. Added to 'Feature Gates' section in README. Not related to possible performance issues."
"enable_course_filters","edx/edx-analytics-dashboard",false,139,"RELEASE","Toggle was introduced with a WIP implementation of the feature. See how code evolves along the commits and specially PR625 descriptions."
"enable_course_passing","edx/edx-analytics-dashboard",false,126,"RELEASE","Toggle spans multiple features of epic EDUCATOR-488 (e.g. EDUCATOR-150, EDUCATOR-151). Product-centric."
"get_programs_from_catalog","edx/edx-platform",true,3,"RELEASE","In 14373 author says this is a temp switch. Also, when removing, author indicates these are backendchanges and is still a preview."
"INVALIDATE_CACHE_ON_PUBLISH_SWITCH","edx/edx-platform",true,5,"UNKNOWN","This toggle is still alive today under a wrapper not Waffle. Possibly an OPS toggle, but tagging as UNKNOWN due to lack of complete traceability"
"waffle_switch_namesetting_name","edx/edx-platform",true,1,"UNKNOWN","Wrapper to multiple configuration settings for a feature called 'Block Structure framework'. Removed later, settings started using waffle_utils wrapper."
"waffle_name","edx/edx-platform",true,14,"UNKNOWN","Core wrapper, non Waffle."
"new_program_progress","edx/edx-platform",true,9,"OPS","In the deletion commit the author indicates the feature is released and stable, confident enough, the switch is removed. No signs of stability concerns."
"unified_course_view","edx/edx-platform",true,15,"RELEASE","Off by default, this feature hides a new user experience. Got deprecated for fully release and replaced by another flag non-Waffle, see LEARNER-1604"
"display_retired_programs_on_learner_dashboard","edx/edx-platform",true,1,"OPS","Deletion commit message indicates 'few days' was enough to stabilize the feature until confident"
"UNIFIED_COURSE_EXPERIENCE_FLAG","edx/edx-platform",true,5,"RELEASE","Product-centric, according to the code comments at introduction and removal of the toggle. Transitioned into a non-Waffle wrapper."
"UNIFIED_COURSE_VIEW_FLAG","edx/edx-platform",true,9,"RELEASE","Product-centric, according to the code comments at introduction and removal of the toggle. Transitioned into a non-Waffle wrapper."
"read_cached_programs","edx/edx-platform",true,1,"OPS","Author states in PR removing the toggle: 'flip the switch and verify things are stable'. Clearly looking the system behavior does not affect negatively."
"DISABLE_ACCOUNT_ACTIVATION_REQUIREMENT_SWITCH","edx/edx-platform",false,136,"RELEASE","Same DISABLE_ACCOUNT_ACTIVATION_REQUIREMENT_SWITCH."
"namespaced_switch_name","edx/edx-platform",false,133,"UNKNOWN","A non-Waffle wrapper."
"namespaced_flag_name","edx/edx-platform",false,133,"UNKNOWN","A non-Waffle wrapper."
"populate-multitenant-programs","edx/edx-platform",true,10,"RELEASE","Product-centric toggle under LEARNER-1111. However, author says still had to solve an 'issue of caching programs'"
"get-multitenant-programs","edx/edx-platform",true,9,"RELEASE","Product-centric toggle. Reviewer in LEARNER-1146 suggests the names of the toggles and says to the author he will be deleting the toggle when done."
"add-utm-params","edx/edx-platform",true,2,"OPS","Author in PR15664 says 'this seems to be an area with some uncertainty, I've added a waffle switch'."
"local_currency","edx/edx-platform",false,114,"RELEASE","'Product-centric', configuration to be decided by each operator (installation). As indicated by the code under the routers, the toggle name and because is aWaffle switch for all-or-nothing availability. Also used in edx-enterprise."
"..formatwaffle.WAFFLE_NAMESPACEwaffle.ENABLE_ACCESSIBILITY_POLICY_PAGE","edx/edx-platform",false,107,"RELEASE","'Product-centric', EDUCATOR-1830 explains this waffle flag (switch, actually) is used to hide the Accessibility Page feature. Indicates a configuration an operator will use for a given installation."
"student_records","edx/edx-platform",true,3,"RELEASE","Author indicates in a code comment this is temporary to hide the feature while working on it. Got transitioned to a flag after."
"ENABLE_SECONDARY_EMAIL_FEATURE_SWITCH","edx/edx-platform",false,54,"RELEASE","'Product-centric', each operator decides if switch should be enabled for a given installation. This is despite the commit message on the rollback indicates a potential issue when running the database migration inproduction. Guards against performance issues to gain confidence."
"course_duration_limits.enqueue_enabled","edx/edx-platform",true,35,"RELEASE","A comment in the code that lasted until removed indicates the feature enablement should be made with a non-toggle solution, which indicates the switch was used to hide work-in-progress"
"course_duration_limits.delivery_enabled","edx/edx-platform",true,35,"RELEASE","A comment in the code that lasted until removed indicates the feature enablement should be made with a non-toggle solution, which indicates the switch was used to hide work-in-progress"
"edit_project_detail","kh-004-webuipython/Jiller",false,6,"PERMISSION","README.md and init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'product owner' group."
"create_sprint","kh-004-webuipython/Jiller",false,6,"PERMISSION","README.md and init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'developer' or 'scrum' groups."
"create_project","kh-004-webuipython/Jiller",false,6,"PERMISSION","README.md and init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'scrum' group."
"projectlist","kh-004-webuipython/Jiller",false,6,"PERMISSION","This toggle (actual name is project:list) is used in a decorator (named delete_project) solely to allow/disallow a user from visiting the view to delete a project. In addition, no user/group restriction is indicated in the initial_data.json file. The code under the toggle delete_project depends on project:list. However, given the context in which this toggle is created (see README.md and commit message) it is used as a permissioning toggle."
"create_issue","kh-004-webuipython/Jiller",false,6,"PERMISSION","README.md and init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'scrum' and 'product owner' groups."
"edit_issue","kh-004-webuipython/Jiller",false,6,"PERMISSION","README.md and init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'scrum' and 'product owner' groups."
"delete_project","kh-004-webuipython/Jiller",false,6,"PERMISSION","README.md and init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'product owner' group."
"push_issue","kh-004-webuipython/Jiller",false,6,"PERMISSION","README.md and init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'developer' and 'scrum' groups."
"prioritize_issue","kh-004-webuipython/Jiller",false,6,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'product owner' group."
"create_team","kh-004-webuipython/Jiller",false,6,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'project manager' group."
"update_team","kh-004-webuipython/Jiller",false,6,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'project manager' group."
"only_developer","kh-004-webuipython/Jiller",true,1,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'developer' group."
"edit_sprint","kh-004-webuipython/Jiller",false,5,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'scrum' group."
"read_workflow_manager","kh-004-webuipython/Jiller",false,4,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in any of the created groups."
"update_workflow_manager","kh-004-webuipython/Jiller",false,4,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'developer' and 'scrum' groups."
"create_task","kh-004-webuipython/Jiller",false,4,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'developer' and 'scrum' group."
"return_issue_to_backlog","kh-004-webuipython/Jiller",false,1,"PERMISSION","init_data.json changes on first commit clearly show this toggle is used to enable the feature for users in the 'scrum' group."
"firefox-os-tv","mozilla/bedrock",true,31,"RELEASE","Product-centric. Author in PR and in the ticket report 1108632 mentions this is behind a toggle to hide the feature until the release date."
"mwc-2015-preview","mozilla/bedrock",true,25,"RELEASE","Product-centric. Author in PR mentions the launch date for the feature. The entrypoint of the feature is controlled by the toggle."
"firefox-os-index-2015","mozilla/bedrock",true,6,"RELEASE","Product-centric. People involved in related tickets 1128587 (back-end) and 1120700 (front-end) mention the launch date for the feature and explain the switch hides the new feature in production, but is already 'active in the dev and stage environments'."
"fxos-devices-panasonic-tv","mozilla/bedrock",true,1,"RELEASE","Product-centric. Reporter of 1156383 and other people involved mention the launch time of the feature and how the toggle is being scheduled to flip automatically."
"pocket-active","mozilla/bedrock",true,10,"RELEASE","Product-centric. Author mentioned in the removal ticket 1191923 that 'The page was originally developed behind a waffle switch because, at the time, there was a possibility Pocket wouldn't launch as scheduled'"
"dev-edition-spring-campaign","mozilla/bedrock",true,10,"RELEASE","Product-centric. Reporter of parent ticket 1136904 indicates this is a big launch campaign. Author comments in related ticket 1143875: 'we're using it to avoid having to do a code push to switch the template served'."
"fx40-firstrun","mozilla/bedrock",true,12,"OPS","Reporter of parent ticket 1150222 indicates this is a feature expected to be launched on-time for a new release. However, this is an interesting case, because the author of the feature in the ticket 1150231 not only to be a product-centric toggle, but they expect to use it as a kill switch as well."
"ios-active","mozilla/bedrock",true,1,"UNKNOWN","No access to ticket and comments in the PR are unrelated. It is not clear enough the reason to use this toggle. Possibly a RELEASE."
"tracking-protection","mozilla/bedrock",true,27,"RELEASE","The reporter of the ticket 1217211 says the motivation to have this toggle is because the feature should be hidden (users will be redirected) for some short time for marketing reasons. The commit message indicates the redirect will occur while the toggle is on. Same tracking-protection."
"firefox-firstrun-optimizely","mozilla/bedrock",true,2,"EXPERIMENT","Code around the toggle and ticket 1226830 clearly indicates this toggle helps enabling an A/B test."
"firefox-hello-2016","mozilla/bedrock",true,4,"RELEASE","Author mentions in PR3829 'The product itself it totally changing, so it makes no sense to keep the old page around. we'll be using a waffle flag and switching the new template on for when the new version is released.'"
"unread_message_count","mozilla/kitsune",true,20,"OPS","Reporter of 649992 says: 'it needs to be hidden behind Waffle so we can dial it up and watch the load'."
"wiki-rebuild-on-demand","mozilla/kitsune",false,450,"OPS","Replaced a setting. Disables a scheduled rebuild task from running when turned on."
"private-messaging","mozilla/kitsune",true,17,"RELEASE","Author says in 682265 when removing: 'Private messaging has been rolled out for a while. It's not a resource-intensive feature that needs to be turned off'"
"karma","mozilla/kitsune",true,180,"OPS","Hides a robust feature accesing multiple data sources form users. When removed author says in ticket 1097052: 'We obfuscated the Karma dashboard URL for a while to figure out what people were going to it for.' Certainly transitioned from RELEASE to OPS."
"migrate-helpfulvotes","mozilla/kitsune",true,5,"OPS","Toggle wraps a cron task that modifies lots of records in a database. Attempted to improve efficiency in 671405."
"user-settings","mozilla/kitsune",true,2,"RELEASE","Reviewer in PR229 says: 'It occurred to me that until these settings actually do anything, we probably don't want to expose them to users.'"
"elasticsearch","mozilla/kitsune",true,28,"RELEASE","Use to iteratively introduce a new search engine in the system, running on-par with the previous search engine."
"editing-tools-show-hide","mozilla/kitsune",true,8,"RELEASE","Reporter of 694075 determines the usage of the toggle: 'This needs to be rolled out to 2% of users so we can measure how much useless commentary the text box will gather.'. And a commenter says: 'Whoever takes this, put it behind a flag.'. Canary Release."
"esunified","mozilla/kitsune",true,6,"RELEASE","Author of 771716 says: 'We've had unified search waffled at 50% for over a week now and given that there's virtually no difference, I propose we ditch the bucketed search code.'. Canary Release."
"hide-total-question-votes","mozilla/kitsune",true,40,"OPS","Author is testing the performance of a search query. 765705. In introduction commit he says: 'This is a temporary switch to collect some data and decide what to do next.'"
"ia-enabled","mozilla/kitsune",true,25,"RELEASE","Author says in 784344 in reference of the ia-enabled and new-theme toggles: 'These go together, one needs the other, the other needs the one. They should be one flag.'"
"search-ab","mozilla/kitsune",true,3,"EXPERIMENT","In commit comment author says: 'This adds a search-ab waffle flag for future A/B testing'"
"hide-voting","mozilla/kitsune",false,363,"OPS","This is a toggle to control the visibility of a user-facing feature prone to abuse."
"users-dont-limit-by-login","mozilla/kitsune",false,360,"OPS","Toggle introduced to disable a feature because it was causing issues. Author says in 782975: 'This is blocking locale leaders from doing some work right now. For now, I added a waffle switch to disable the limiting of users'."
"inproduct-https","mozilla/kitsune",false,346,"OPS","Toggle introduced to evaluate a feature over a random portion of the traffic to later analyze performance and load and decide further needs. 863528"
"new-topics","mozilla/kitsune",true,2,"RELEASE","Toggle to introduce a feature while still running the old one. Author says: 'We need to keep the current topics in place for now.' and 'Add a waffle flag to switch between the old topics and the new ones.'."
"browserid","mozilla/kitsune",true,5,"RELEASE","Toggle used to integrate a new feature into the system."
"new_aaq","mozilla/kitsune",false,228,"EXPERIMENT","Reporter says in 1183422 that users 'should get either the old or new AAQ, based on a waffle flag, so we can compare the performance of the two. The resulting page should be distinguishable in Google Analytics so we can easily track this.'"
"ux_experiment_1","mozilla/kitsune",true,9,"EXPERIMENT","Author in commit says: 'Use waffle flag for A/B testing.'"
"app_api_all","mozilla-services/socorro",true,176,"OPS","Reporter of 1124267 points to 924635 where commenters explain the reason the toggle cannot be removed. Same app_api_all_disabled."
"supersearch-all","mozilla-services/socorro",true,68,"OPS","At introduction (844793), author says the app is not yet accessible. Later, after putting it in production for QA eyes, author indicates they should turn off the toggle if the feature 'doesn't work'. Transitioned from RELEASE to OPS."
"supersearch-custom-query","mozilla-services/socorro",true,251,"OPS","At (1208172), author says 'This is a pretty high-risk feature' and decides to keep the toggle there to quickly turn the feature off. It is very possible it transitioned from RELEASE, according to the author comments in PR1958."
"signature-report","mozilla-services/socorro",true,76,"OPS","Author in PR2144 and PR2157 clearly indicates the toggle is used to not expose a partial feature. Reporter of removal ticket at 1231226 indicates the feature is the 'new default'. Following the convention to use a Waffle switch, this clearly transitioned from RELEASE to OPS."
"home_page_graph_psql","mozilla-services/socorro",true,9,"OPS","This change is rolled out in one commit without any change in the code implementation up until the toggle was removed. This switch is clearly the conventional usage mentioned by the same author in 1105349."
"goals-morning-checkin","tndatacommons/tndata_backend",true,50,"EXPERIMENT","Code under the toggle is a django command. Author confirmed directly to me that: 'We A/B tested response rates for a lot of the ""goal notification"" features.'"
"goals-evening-checkin","tndatacommons/tndata_backend",true,50,"EXPERIMENT","Code under the toggle is a django command. Author confirmed directly to me that: 'We A/B tested response rates for a lot of the ""goal notification"" features.'"
"goals-customactions","tndatacommons/tndata_backend",false,61,"EXPERIMENT","Code under the toggle is a django command. Author confirmed directly to me that: 'We A/B tested response rates for a lot of the ""goal notification"" features.'"
"use-rqscheduler","tndatacommons/tndata_backend",false,59,"OPS","When the Waffle switch is deactivated it hides a deprecated feature in case they need to switch back. Notice this intention of the toggle as per 88ac7bab2 and the previous commit 1562a53ed7 that commented the code, and the name prefix 'use', is contrary to how it is implemented."
"notifications-user-userqueue","tndatacommons/tndata_backend",false,59,"UNKNOWN","Despite the code executing when the toggle is disabled has a deprecation notice, it is not clear if the usage case is to hide a partial feature, a product-centric feature or to asses the operational aspects of the system. Author did not make any comment on this toggle specifically."
"small-api-paging","tndatacommons/tndata_backend",false,57,"OPS","Feature under the switch lowers the default page size of any read-only viewset of an api. It is not clear the reasons to prioritize the user-requested page size above the default page size when the toggle is active. However, author indicated to me this is an OPS toggle."
"goals-create_notifications","tndatacommons/tndata_backend",false,54,"OPS","This is very much a kill switch. This Waffle switch completely disables the creation of all kind of notifications."
"notifications-expire","tndatacommons/tndata_backend",false,54,"OPS","This is very much a kill switch. This Waffle switch completely disables the expiration of all kind of notifications."
"goals-daily-progress-snapshot","tndatacommons/tndata_backend",false,52,"OPS","This is very much a kill switch. This Waffle switch completely disables the expiration of all kind of notifications. Notice however, the third router seems to be a copy/paste mistake from daily_progress_snapshot to update_usergoal_engagement."
"enable-badgify","tndatacommons/tndata_backend",false,41,"OPS","Toggle that disables sending messages to an external system. Author in comments of the feature (See commit 17290539) acknowledges a potential performance degradation."
"cache-user-feed","tndatacommons/tndata_backend",false,28,"OPS","This is very much a kill switch. This Waffle switch completely disables pre-cache the feed of a set of users. Interestingly, the toggle is redundant and useless in the management command. Author confirmed the category directly to me."
"goals-fb-messenger","tndatacommons/tndata_backend",false,21,"OPS","This is very much a kill switch. This Waffle switch completely disables the creation of fb messenger notifications."
"notifications-sms","tndatacommons/tndata_backend",false,10,"OPS","This is very much a kill switch. This Waffle switch completely disables the sending SMS notifications."
